particle_count,workgroup_size,frame,dispatch_ns
131072,32,0,7680
131072,32,1,7240
131072,32,2,6520
131072,32,3,6640
131072,32,4,6360
131072,32,5,6760
131072,32,6,7000
131072,32,7,6680
131072,32,8,6400
131072,32,9,6400
131072,32,10,6480
131072,32,11,6360
131072,32,12,6320
131072,32,13,6760
131072,32,14,6640
131072,32,15,6480
131072,32,16,6360
131072,32,17,6360
131072,32,18,6760
131072,32,19,6440
131072,32,20,6200
131072,32,21,6280
131072,32,22,6320
131072,32,23,6160
131072,32,24,6120
131072,32,25,5920
131072,32,26,5880
131072,32,27,5800
131072,32,28,5840
131072,32,29,5720
131072,32,30,5800
131072,32,31,5800
131072,32,32,5800
131072,32,33,5400
131072,32,34,5400
131072,32,35,5520
131072,32,36,5400
131072,32,37,5360
131072,32,38,5400
131072,32,39,5520
131072,32,40,5440
131072,32,41,5360
131072,32,42,5480
131072,32,43,5400
131072,32,44,5240
131072,32,45,5200
131072,32,46,5360
131072,32,47,5240
131072,32,48,5320
131072,32,49,5160
131072,32,50,5320
131072,32,51,5360
131072,32,52,5240
131072,32,53,5400
131072,32,54,5200
131072,32,55,5200
131072,32,56,5240
131072,32,57,5200
131072,32,58,5440
131072,32,59,5160
131072,32,60,4960
131072,32,61,5200
131072,32,62,5040
131072,32,63,4960
131072,32,64,5080
131072,32,65,5000
131072,32,66,5240
131072,32,67,5120
131072,32,68,5080
131072,32,69,4960
131072,32,70,5000
131072,32,71,5120
131072,32,72,5240
131072,32,73,5040
131072,32,74,4960
131072,32,75,4960
131072,32,76,4960
131072,32,77,4880
131072,32,78,5160
131072,32,79,4920
131072,32,80,5080
131072,32,81,5120
131072,32,82,4960
131072,32,83,4880
131072,32,84,5000
131072,32,85,4840
131072,32,86,4960
131072,32,87,5160
131072,32,88,5120
131072,32,89,4760
131072,32,90,4960
131072,32,91,4880
131072,32,92,4920
131072,32,93,4840
131072,32,94,4960
131072,32,95,4840
131072,32,96,4880
131072,32,97,4840
131072,32,98,4960
131072,32,99,4800
131072,32,100,4880
131072,32,101,4920
131072,32,102,5200
131072,32,103,5400
131072,32,104,4800
131072,32,105,4800
131072,32,106,4920
131072,32,107,4760
131072,32,108,4800
131072,32,109,4880
131072,32,110,4880
131072,32,111,4840
131072,32,112,4760
131072,32,113,4680
131072,32,114,4920
131072,32,115,4760
131072,32,116,5000
131072,32,117,4800
131072,32,118,5480
131072,32,119,5000
131072,32,120,4800
131072,32,121,4800
131072,32,122,4800
131072,32,123,4800
131072,32,124,4840
131072,32,125,4840
131072,32,126,4880
131072,32,127,5040
131072,32,128,4880
131072,32,129,4760
131072,32,130,4840
131072,32,131,4760
131072,32,132,4840
131072,32,133,5080
131072,32,134,5000
131072,32,135,4640
131072,32,136,4840
131072,32,137,4680
131072,32,138,4680
131072,32,139,4600
131072,32,140,4760
131072,32,141,4680
131072,32,142,4760
131072,32,143,4640
131072,32,144,4720
131072,32,145,4800
131072,32,146,4840
131072,32,147,4760
131072,32,148,4840
131072,32,149,4880
131072,32,150,4920
131072,32,151,4600
131072,32,152,4600
131072,32,153,4600
131072,32,154,4720
131072,32,155,4560
131072,32,156,4680
131072,32,157,4600
131072,32,158,4760
131072,32,159,4640
131072,32,160,4840
131072,32,161,4800
131072,32,162,4920
131072,32,163,4800
131072,32,164,5480
131072,32,165,5360
131072,32,166,4720
131072,32,167,4640
131072,32,168,4640
