particle_count,workgroup_size,frame,dispatch_ns
1048576,128,0,42040
1048576,128,1,39720
1048576,128,2,37320
1048576,128,3,39840
1048576,128,4,34320
1048576,128,5,35000
1048576,128,6,34120
1048576,128,7,33800
1048576,128,8,33840
1048576,128,9,33080
1048576,128,10,33320
1048576,128,11,33040
1048576,128,12,32560
1048576,128,13,32760
1048576,128,14,32320
1048576,128,15,32440
1048576,128,16,32080
1048576,128,17,32560
1048576,128,18,32440
1048576,128,19,32520
1048576,128,20,31760
1048576,128,21,32640
1048576,128,22,32120
1048576,128,23,32480
1048576,128,24,31840
1048576,128,25,32200
1048576,128,26,32240
1048576,128,27,32200
1048576,128,28,32040
1048576,128,29,31640
1048576,128,30,32160
1048576,128,31,31880
1048576,128,32,32000
1048576,128,33,32000
1048576,128,34,31920
1048576,128,35,32200
1048576,128,36,31800
1048576,128,37,32120
1048576,128,38,31600
1048576,128,39,31920
1048576,128,40,31440
1048576,128,41,31760
1048576,128,42,31760
1048576,128,43,31440
1048576,128,44,31360
1048576,128,45,31720
1048576,128,46,31480
1048576,128,47,32240
1048576,128,48,31560
1048576,128,49,31440
1048576,128,50,31520
1048576,128,51,31480
1048576,128,52,31840
1048576,128,53,31560
1048576,128,54,31320
1048576,128,55,31120
1048576,128,56,32360
1048576,128,57,31840
1048576,128,58,31800
1048576,128,59,31680
1048576,128,60,31480
1048576,128,61,31480
1048576,128,62,31600
1048576,128,63,31920
1048576,128,64,31320
1048576,128,65,31280
1048576,128,66,31520
1048576,128,67,31680
1048576,128,68,31680
1048576,128,69,31560
1048576,128,70,31960
1048576,128,71,31560
1048576,128,72,31240
1048576,128,73,31200
1048576,128,74,31600
1048576,128,75,29280
1048576,128,76,31480
1048576,128,77,31840
1048576,128,78,31440
1048576,128,79,30960
1048576,128,80,31280
1048576,128,81,31440
1048576,128,82,31960
1048576,128,83,31800
1048576,128,84,31560
1048576,128,85,31240
1048576,128,86,31760
1048576,128,87,31720
1048576,128,88,31320
1048576,128,89,31560
1048576,128,90,31480
1048576,128,91,31800
1048576,128,92,31440
1048576,128,93,31680
1048576,128,94,31960
1048576,128,95,31720
1048576,128,96,31320
1048576,128,97,31160
1048576,128,98,31600
1048576,128,99,31560
1048576,128,100,31680
1048576,128,101,31760
1048576,128,102,31520
1048576,128,103,31200
1048576,128,104,31320
1048576,128,105,31640
1048576,128,106,31680
1048576,128,107,32000
1048576,128,108,31680
1048576,128,109,31440
1048576,128,110,31880
1048576,128,111,31360
1048576,128,112,31040
1048576,128,113,31640
1048576,128,114,31200
1048576,128,115,31600
1048576,128,116,31600
1048576,128,117,31760
1048576,128,118,31640
1048576,128,119,31360
1048576,128,120,31200
1048576,128,121,31640
1048576,128,122,31480
1048576,128,123,31960
1048576,128,124,31640
1048576,128,125,31560
1048576,128,126,31240
1048576,128,127,31600
1048576,128,128,31000
1048576,128,129,31760
1048576,128,130,31080
1048576,128,131,31680
1048576,128,132,30840
1048576,128,133,31480
1048576,128,134,31640
1048576,128,135,31560
1048576,128,136,31200
1048576,128,137,31400
1048576,128,138,31080
1048576,128,139,31480
1048576,128,140,31320
1048576,128,141,31360
1048576,128,142,30920
1048576,128,143,31480
1048576,128,144,30920
1048576,128,145,31440
1048576,128,146,31520
1048576,128,147,31160
1048576,128,148,31440
1048576,128,149,31520
1048576,128,150,31400
1048576,128,151,31400
1048576,128,152,31440
1048576,128,153,31480
1048576,128,154,31320
1048576,128,155,31520
1048576,128,156,31160
1048576,128,157,31840
1048576,128,158,31720
1048576,128,159,31720
1048576,128,160,31720
1048576,128,161,31200
1048576,128,162,30840
1048576,128,163,31440
1048576,128,164,31320
1048576,128,165,31280
1048576,128,166,31400
1048576,128,167,31200
1048576,128,168,31640
1048576,128,169,31440
1048576,128,170,31480
1048576,128,171,31600
1048576,128,172,31320
1048576,128,173,31440
1048576,128,174,31080
1048576,128,175,31320
1048576,128,176,31400
1048576,128,177,31400
1048576,128,178,31040
1048576,128,179,31120
1048576,128,180,31440
1048576,128,181,31360
1048576,128,182,31720
1048576,128,183,31320
1048576,128,184,30840
1048576,128,185,31320
1048576,128,186,31200
1048576,128,187,31440
1048576,128,188,31320
1048576,128,189,31440
1048576,128,190,31480
1048576,128,191,31320
1048576,128,192,31360
1048576,128,193,31520
1048576,128,194,31200
1048576,128,195,31200
1048576,128,196,31640
1048576,128,197,31240
1048576,128,198,31480
1048576,128,199,31480
1048576,128,200,31520
1048576,128,201,31360
1048576,128,202,31160
1048576,128,203,31720
1048576,128,204,31520
1048576,128,205,31680
1048576,128,206,31760
1048576,128,207,31600
1048576,128,208,31800
1048576,128,209,31360
1048576,128,210,31440
1048576,128,211,31440
1048576,128,212,30680
1048576,128,213,31720
1048576,128,214,31200
1048576,128,215,31520
1048576,128,216,31640
1048576,128,217,31520
1048576,128,218,31040
1048576,128,219,31280
1048576,128,220,31720
1048576,128,221,31640
1048576,128,222,31200
1048576,128,223,31520
1048576,128,224,31080
1048576,128,225,31600
1048576,128,226,31600
1048576,128,227,31440
1048576,128,228,31800
1048576,128,229,31360
1048576,128,230,31320
1048576,128,231,31800
1048576,128,232,31600
1048576,128,233,31800
1048576,128,234,31520
1048576,128,235,31320
1048576,128,236,31440
1048576,128,237,31400
1048576,128,238,31360
1048576,128,239,31520
1048576,128,240,31240
1048576,128,241,31760
1048576,128,242,31320
1048576,128,243,31440
1048576,128,244,31680
1048576,128,245,31280
1048576,128,246,31400
1048576,128,247,31560
1048576,128,248,31760
1048576,128,249,31800
1048576,128,250,31720
1048576,128,251,31680
1048576,128,252,31400
1048576,128,253,31800
1048576,128,254,31400
1048576,128,255,31320
1048576,128,256,31320
1048576,128,257,31280
1048576,128,258,31320
1048576,128,259,31440
1048576,128,260,31120
1048576,128,261,31360
1048576,128,262,31240
1048576,128,263,31480
1048576,128,264,31360
1048576,128,265,31440
1048576,128,266,31880
1048576,128,267,31440
1048576,128,268,31160
1048576,128,269,31600
1048576,128,270,31040
1048576,128,271,31200
1048576,128,272,31520
1048576,128,273,31640
1048576,128,274,31400
1048576,128,275,31520
1048576,128,276,31280
1048576,128,277,31400
1048576,128,278,31280
1048576,128,279,31280
1048576,128,280,31480
1048576,128,281,31120
1048576,128,282,30960
1048576,128,283,31480
1048576,128,284,31560
1048576,128,285,31440
1048576,128,286,31400
1048576,128,287,31480
1048576,128,288,31240
1048576,128,289,31680
1048576,128,290,31400
1048576,128,291,31160
1048576,128,292,31680
1048576,128,293,31160
1048576,128,294,31600
1048576,128,295,31160
1048576,128,296,31520
1048576,128,297,31720
1048576,128,298,31040
1048576,128,299,31640
1048576,128,300,31480
1048576,128,301,31720
1048576,128,302,31600
1048576,128,303,31640
1048576,128,304,31400
1048576,128,305,31720
1048576,128,306,31880
1048576,128,307,31800
1048576,128,308,31160
1048576,128,309,31560
1048576,128,310,31120
1048576,128,311,31440
1048576,128,312,31240
1048576,128,313,32440
1048576,128,314,32080
1048576,128,315,31480
1048576,128,316,31080
1048576,128,317,31280
1048576,128,318,31520
1048576,128,319,31640
1048576,128,320,31400
1048576,128,321,31480
1048576,128,322,30840
1048576,128,323,31720
1048576,128,324,31800
1048576,128,325,31440
1048576,128,326,31320
1048576,128,327,30960
1048576,128,328,32000
1048576,128,329,31640
1048576,128,330,31880
1048576,128,331,31480
1048576,128,332,31560
1048576,128,333,31440
1048576,128,334,31400
1048576,128,335,31680
1048576,128,336,31320
1048576,128,337,31240
1048576,128,338,30720
1048576,128,339,31320
1048576,128,340,31800
1048576,128,341,31840
1048576,128,342,31880
1048576,128,343,31720
1048576,128,344,31400
1048576,128,345,31680
1048576,128,346,31240
1048576,128,347,31280
1048576,128,348,31360
1048576,128,349,32240
1048576,128,350,31600
1048576,128,351,31840
1048576,128,352,31640
1048576,128,353,31360
1048576,128,354,31280
1048576,128,355,31320
1048576,128,356,31480
1048576,128,357,31600
1048576,128,358,31400
1048576,128,359,31760
1048576,128,360,31640
1048576,128,361,31360
1048576,128,362,31600
1048576,128,363,31400
1048576,128,364,31440
1048576,128,365,31560
1048576,128,366,31600
1048576,128,367,31240
1048576,128,368,31320
1048576,128,369,31560
1048576,128,370,31680
1048576,128,371,31920
1048576,128,372,31360
1048576,128,373,31600
1048576,128,374,31200
1048576,128,375,31240
1048576,128,376,31360
1048576,128,377,31400
1048576,128,378,31560
1048576,128,379,31360
1048576,128,380,31920
1048576,128,381,31240
1048576,128,382,31240
1048576,128,383,31800
1048576,128,384,31480
1048576,128,385,31360
1048576,128,386,31640
1048576,128,387,31320
1048576,128,388,31440
1048576,128,389,31080
1048576,128,390,31600
1048576,128,391,31520
1048576,128,392,32000
1048576,128,393,31400
1048576,128,394,31360
1048576,128,395,30880
1048576,128,396,31480
1048576,128,397,31720
1048576,128,398,31720
1048576,128,399,31720
1048576,128,400,31640
1048576,128,401,31600
1048576,128,402,31240
1048576,128,403,31240
1048576,128,404,31600
1048576,128,405,31400
1048576,128,406,31760
1048576,128,407,31320
1048576,128,408,31640
1048576,128,409,31720
1048576,128,410,31280
1048576,128,411,31840
1048576,128,412,31320
1048576,128,413,31280
1048576,128,414,32160
1048576,128,415,31720
1048576,128,416,31560
1048576,128,417,31880
1048576,128,418,31920
1048576,128,419,31200
1048576,128,420,31400
1048576,128,421,31280
1048576,128,422,32080
1048576,128,423,31600
1048576,128,424,54720
1048576,128,425,30720
1048576,128,426,31760
1048576,128,427,30000
1048576,128,428,31280
1048576,128,429,31880
1048576,128,430,30440
1048576,128,431,29040
1048576,128,432,31920
1048576,128,433,31440
1048576,128,434,31360
1048576,128,435,32000
1048576,128,436,31680
1048576,128,437,31440
1048576,128,438,31200
1048576,128,439,31880
1048576,128,440,30800
1048576,128,441,29760
1048576,128,442,31120
1048576,128,443,31680
1048576,128,444,31280
1048576,128,445,31400
1048576,128,446,30440
1048576,128,447,31360
1048576,128,448,31280
1048576,128,449,31400
1048576,128,450,31280
1048576,128,451,31000
1048576,128,452,31240
1048576,128,453,31560
1048576,128,454,31400
1048576,128,455,31520
1048576,128,456,30880
1048576,128,457,31520
1048576,128,458,31560
1048576,128,459,31400
1048576,128,460,31160
1048576,128,461,31160
1048576,128,462,31160
1048576,128,463,31680
1048576,128,464,31480
1048576,128,465,31560
1048576,128,466,31560
1048576,128,467,31160
1048576,128,468,31880
1048576,128,469,31600
1048576,128,470,31680
1048576,128,471,31480
1048576,128,472,31120
1048576,128,473,31440
1048576,128,474,31560
1048576,128,475,31360
1048576,128,476,31680
1048576,128,477,31240
1048576,128,478,31120
1048576,128,479,31280
1048576,128,480,31440
1048576,128,481,31400
1048576,128,482,31640
1048576,128,483,30760
1048576,128,484,31360
1048576,128,485,31680
1048576,128,486,31200
1048576,128,487,31920
1048576,128,488,31280
1048576,128,489,30800
1048576,128,490,31640
1048576,128,491,31760
1048576,128,492,31480
1048576,128,493,31320
1048576,128,494,30920
1048576,128,495,31840
1048576,128,496,31560
1048576,128,497,31240
1048576,128,498,31680
1048576,128,499,31680
1048576,128,500,30840
1048576,128,501,31400
1048576,128,502,31480
1048576,128,503,31240
1048576,128,504,31320
1048576,128,505,31560
1048576,128,506,31520
1048576,128,507,31240
1048576,128,508,31360
1048576,128,509,31840
1048576,128,510,31240
1048576,128,511,31480
1048576,128,512,31160
1048576,128,513,31440
1048576,128,514,31200
1048576,128,515,31720
1048576,128,516,31160
1048576,128,517,30960
1048576,128,518,31160
1048576,128,519,31360
1048576,128,520,31480
1048576,128,521,31600
1048576,128,522,31480
1048576,128,523,31080
1048576,128,524,31240
1048576,128,525,31560
1048576,128,526,31440
1048576,128,527,31680
1048576,128,528,31680
1048576,128,529,30640
1048576,128,530,31400
1048576,128,531,31280
1048576,128,532,30840
1048576,128,533,31480
1048576,128,534,31640
1048576,128,535,31320
1048576,128,536,31880
1048576,128,537,31320
1048576,128,538,31560
1048576,128,539,31360
1048576,128,540,31800
