particle_count,workgroup_size,frame,dispatch_ns
1048576,32,0,39840
1048576,32,1,38480
1048576,32,2,36720
1048576,32,3,35200
1048576,32,4,33320
1048576,32,5,34360
1048576,32,6,34360
1048576,32,7,34440
1048576,32,8,34600
1048576,32,9,33400
1048576,32,10,34240
1048576,32,11,33320
1048576,32,12,33280
1048576,32,13,33480
1048576,32,14,33560
1048576,32,15,33640
1048576,32,16,33440
1048576,32,17,33400
1048576,32,18,32840
1048576,32,19,33560
1048576,32,20,33080
1048576,32,21,33160
1048576,32,22,33400
1048576,32,23,33400
1048576,32,24,32800
1048576,32,25,32800
1048576,32,26,33280
1048576,32,27,32680
1048576,32,28,32600
1048576,32,29,33040
1048576,32,30,33000
1048576,32,31,32800
1048576,32,32,33080
1048576,32,33,33000
1048576,32,34,32800
1048576,32,35,33400
1048576,32,36,33240
1048576,32,37,33320
1048576,32,38,33000
1048576,32,39,33040
1048576,32,40,33360
1048576,32,41,32760
1048576,32,42,33160
1048576,32,43,32520
1048576,32,44,33000
1048576,32,45,33040
1048576,32,46,32720
1048576,32,47,33040
1048576,32,48,32560
1048576,32,49,32720
1048576,32,50,32880
1048576,32,51,33000
1048576,32,52,32560
1048576,32,53,33320
1048576,32,54,32400
1048576,32,55,33160
1048576,32,56,33280
1048576,32,57,33120
1048576,32,58,32000
1048576,32,59,33000
1048576,32,60,32800
1048576,32,61,33080
1048576,32,62,32440
1048576,32,63,32560
1048576,32,64,32680
1048576,32,65,32800
1048576,32,66,32400
1048576,32,67,32920
1048576,32,68,33200
1048576,32,69,32320
1048576,32,70,33200
1048576,32,71,32600
1048576,32,72,33040
1048576,32,73,32720
1048576,32,74,32480
1048576,32,75,33040
1048576,32,76,32800
1048576,32,77,32400
1048576,32,78,33120
1048576,32,79,33040
1048576,32,80,32400
1048576,32,81,32720
1048576,32,82,33120
1048576,32,83,32640
1048576,32,84,32720
1048576,32,85,32560
1048576,32,86,32880
1048576,32,87,33240
1048576,32,88,32840
1048576,32,89,32600
1048576,32,90,32800
1048576,32,91,33040
1048576,32,92,32640
1048576,32,93,33000
1048576,32,94,32640
1048576,32,95,32520
1048576,32,96,32880
1048576,32,97,32720
1048576,32,98,32760
1048576,32,99,32520
1048576,32,100,32320
1048576,32,101,32600
1048576,32,102,32800
1048576,32,103,32680
1048576,32,104,32640
1048576,32,105,32400
1048576,32,106,32760
1048576,32,107,32920
1048576,32,108,32360
1048576,32,109,32960
1048576,32,110,32720
1048576,32,111,32240
1048576,32,112,32240
1048576,32,113,32520
1048576,32,114,32720
1048576,32,115,32760
1048576,32,116,32480
1048576,32,117,32840
1048576,32,118,32440
1048576,32,119,32480
1048576,32,120,32400
1048576,32,121,32240
1048576,32,122,32200
1048576,32,123,29720
1048576,32,124,32600
1048576,32,125,33160
1048576,32,126,32560
1048576,32,127,32840
1048576,32,128,32480
1048576,32,129,32480
1048576,32,130,32080
1048576,32,131,32600
1048576,32,132,32560
1048576,32,133,32800
1048576,32,134,32480
1048576,32,135,32600
1048576,32,136,32200
1048576,32,137,32400
1048576,32,138,32280
1048576,32,139,32240
1048576,32,140,32560
1048576,32,141,32240
1048576,32,142,32680
1048576,32,143,32640
1048576,32,144,32280
1048576,32,145,32920
1048576,32,146,31840
1048576,32,147,32400
1048576,32,148,32240
1048576,32,149,32680
1048576,32,150,32480
1048576,32,151,32720
1048576,32,152,32600
1048576,32,153,32480
1048576,32,154,32920
1048576,32,155,32680
1048576,32,156,32440
1048576,32,157,32960
1048576,32,158,32400
1048576,32,159,32680
1048576,32,160,32400
1048576,32,161,32480
1048576,32,162,32800
1048576,32,163,32520
1048576,32,164,32240
1048576,32,165,32160
1048576,32,166,32480
1048576,32,167,32520
1048576,32,168,32280
1048576,32,169,32800
1048576,32,170,32960
1048576,32,171,32720
1048576,32,172,32800
1048576,32,173,32480
1048576,32,174,32440
1048576,32,175,32920
1048576,32,176,32760
1048576,32,177,32720
1048576,32,178,32240
1048576,32,179,32520
1048576,32,180,32320
1048576,32,181,32400
1048576,32,182,32800
1048576,32,183,32840
1048576,32,184,32680
1048576,32,185,32880
1048576,32,186,32160
1048576,32,187,32200
1048576,32,188,32760
1048576,32,189,32960
1048576,32,190,32440
1048576,32,191,32880
1048576,32,192,32760
1048576,32,193,32240
1048576,32,194,32280
1048576,32,195,32720
1048576,32,196,32640
1048576,32,197,32360
1048576,32,198,33000
1048576,32,199,32880
1048576,32,200,32680
1048576,32,201,32520
1048576,32,202,32320
1048576,32,203,32400
1048576,32,204,32600
1048576,32,205,32480
1048576,32,206,32320
1048576,32,207,32600
1048576,32,208,32640
1048576,32,209,32480
1048576,32,210,32520
1048576,32,211,32880
1048576,32,212,32800
1048576,32,213,32840
1048576,32,214,32480
1048576,32,215,32320
1048576,32,216,32760
1048576,32,217,32440
1048576,32,218,32280
1048576,32,219,32240
1048576,32,220,32080
1048576,32,221,32280
1048576,32,222,32920
1048576,32,223,32600
1048576,32,224,32240
1048576,32,225,32880
1048576,32,226,32480
1048576,32,227,32280
1048576,32,228,32320
1048576,32,229,32800
1048576,32,230,32560
1048576,32,231,32640
1048576,32,232,32040
1048576,32,233,33040
1048576,32,234,32720
1048576,32,235,32560
1048576,32,236,32800
1048576,32,237,32720
1048576,32,238,32760
1048576,32,239,32640
1048576,32,240,32760
1048576,32,241,32720
1048576,32,242,32760
1048576,32,243,32160
1048576,32,244,32680
1048576,32,245,32320
1048576,32,246,32440
1048576,32,247,32880
1048576,32,248,32360
1048576,32,249,32360
1048576,32,250,32800
1048576,32,251,32520
1048576,32,252,32440
1048576,32,253,32920
1048576,32,254,32200
1048576,32,255,32680
1048576,32,256,32680
1048576,32,257,32840
1048576,32,258,32840
1048576,32,259,32440
1048576,32,260,32360
1048576,32,261,32680
1048576,32,262,32880
1048576,32,263,32720
1048576,32,264,32720
1048576,32,265,32720
1048576,32,266,32760
1048576,32,267,32360
1048576,32,268,32920
1048576,32,269,32440
1048576,32,270,32680
1048576,32,271,32560
1048576,32,272,32560
1048576,32,273,32720
1048576,32,274,32160
1048576,32,275,32520
1048576,32,276,32440
1048576,32,277,32720
1048576,32,278,32360
1048576,32,279,32720
1048576,32,280,32440
1048576,32,281,32680
1048576,32,282,32520
1048576,32,283,32520
1048576,32,284,32520
1048576,32,285,32800
1048576,32,286,32280
1048576,32,287,32680
1048576,32,288,32320
1048576,32,289,32200
1048576,32,290,32560
1048576,32,291,32320
1048576,32,292,32760
1048576,32,293,32640
1048576,32,294,32560
1048576,32,295,32480
1048576,32,296,32320
1048576,32,297,32520
1048576,32,298,32120
1048576,32,299,32880
1048576,32,300,33120
1048576,32,301,32320
1048576,32,302,32240
1048576,32,303,33080
1048576,32,304,32520
1048576,32,305,32800
1048576,32,306,32560
1048576,32,307,32160
1048576,32,308,32400
1048576,32,309,32480
1048576,32,310,32240
1048576,32,311,32360
1048576,32,312,32920
1048576,32,313,32440
1048576,32,314,32680
1048576,32,315,32480
1048576,32,316,32440
1048576,32,317,32720
1048576,32,318,32600
1048576,32,319,32560
1048576,32,320,32560
1048576,32,321,32200
1048576,32,322,32560
1048576,32,323,32960
1048576,32,324,32240
1048576,32,325,32640
1048576,32,326,32560
1048576,32,327,32840
1048576,32,328,32600
1048576,32,329,33040
1048576,32,330,32600
1048576,32,331,32880
1048576,32,332,32160
1048576,32,333,32320
1048576,32,334,32960
1048576,32,335,32680
1048576,32,336,32040
1048576,32,337,32480
1048576,32,338,32440
1048576,32,339,32640
1048576,32,340,32400
1048576,32,341,32280
1048576,32,342,32640
1048576,32,343,32480
1048576,32,344,32320
1048576,32,345,32720
1048576,32,346,32720
1048576,32,347,32360
1048576,32,348,32480
1048576,32,349,32440
1048576,32,350,32360
1048576,32,351,32560
1048576,32,352,32200
1048576,32,353,33040
1048576,32,354,32560
1048576,32,355,32560
1048576,32,356,32280
1048576,32,357,32440
1048576,32,358,32240
1048576,32,359,32480
1048576,32,360,32640
1048576,32,361,33040
1048576,32,362,32520
1048576,32,363,32240
1048576,32,364,32600
1048576,32,365,32600
1048576,32,366,32200
1048576,32,367,32480
1048576,32,368,32400
1048576,32,369,32520
1048576,32,370,32400
1048576,32,371,32520
1048576,32,372,32520
1048576,32,373,32360
1048576,32,374,32640
1048576,32,375,32200
1048576,32,376,32880
1048576,32,377,32560
1048576,32,378,32720
1048576,32,379,32800
1048576,32,380,32720
1048576,32,381,32040
1048576,32,382,32400
1048576,32,383,32360
1048576,32,384,32280
1048576,32,385,32280
1048576,32,386,31800
1048576,32,387,33960
1048576,32,388,31720
1048576,32,389,32120
1048576,32,390,32840
1048576,32,391,31280
1048576,32,392,32720
1048576,32,393,33000
1048576,32,394,32760
1048576,32,395,32680
1048576,32,396,31920
1048576,32,397,32440
1048576,32,398,32320
1048576,32,399,32520
1048576,32,400,32680
1048576,32,401,31680
1048576,32,402,32600
1048576,32,403,32160
1048576,32,404,31520
1048576,32,405,32720
1048576,32,406,32640
1048576,32,407,32760
1048576,32,408,30960
1048576,32,409,32720
1048576,32,410,31840
1048576,32,411,32720
1048576,32,412,32760
1048576,32,413,32880
1048576,32,414,32320
1048576,32,415,29800
1048576,32,416,32480
1048576,32,417,32760
1048576,32,418,32680
1048576,32,419,32280
1048576,32,420,32680
1048576,32,421,31840
1048576,32,422,32840
1048576,32,423,32600
1048576,32,424,32520
1048576,32,425,32200
1048576,32,426,32600
1048576,32,427,31920
1048576,32,428,32800
1048576,32,429,32320
1048576,32,430,32360
1048576,32,431,32480
1048576,32,432,32120
1048576,32,433,32600
1048576,32,434,32840
1048576,32,435,32800
1048576,32,436,32880
1048576,32,437,32280
1048576,32,438,32600
1048576,32,439,32240
1048576,32,440,32720
1048576,32,441,32320
1048576,32,442,32680
1048576,32,443,32160
1048576,32,444,32760
1048576,32,445,32320
1048576,32,446,32720
1048576,32,447,32600
1048576,32,448,32760
1048576,32,449,32560
1048576,32,450,32320
1048576,32,451,32320
1048576,32,452,32480
1048576,32,453,32280
1048576,32,454,32480
1048576,32,455,32400
1048576,32,456,32960
1048576,32,457,32480
1048576,32,458,32360
1048576,32,459,32160
1048576,32,460,32640
1048576,32,461,32840
1048576,32,462,32480
1048576,32,463,32680
1048576,32,464,32320
1048576,32,465,32600
1048576,32,466,32680
1048576,32,467,32000
1048576,32,468,32360
1048576,32,469,32360
1048576,32,470,32160
1048576,32,471,32200
1048576,32,472,32360
1048576,32,473,32240
1048576,32,474,32160
1048576,32,475,32720
1048576,32,476,32600
1048576,32,477,32240
1048576,32,478,32360
1048576,32,479,32680
1048576,32,480,32360
1048576,32,481,32240
1048576,32,482,32320
1048576,32,483,32680
1048576,32,484,32240
1048576,32,485,32360
1048576,32,486,32320
1048576,32,487,32680
1048576,32,488,32080
1048576,32,489,32360
1048576,32,490,32840
1048576,32,491,32600
1048576,32,492,32760
1048576,32,493,32960
1048576,32,494,32760
1048576,32,495,32800
1048576,32,496,32640
1048576,32,497,32080
1048576,32,498,32800
1048576,32,499,32440
1048576,32,500,32800
1048576,32,501,32400
1048576,32,502,32680
1048576,32,503,32520
1048576,32,504,32440
1048576,32,505,32520
1048576,32,506,32960
1048576,32,507,32640
1048576,32,508,32000
1048576,32,509,32560
1048576,32,510,32000
1048576,32,511,32800
1048576,32,512,32680
1048576,32,513,32640
1048576,32,514,32240
1048576,32,515,32640
1048576,32,516,32560
1048576,32,517,31760
1048576,32,518,32520
1048576,32,519,32920
1048576,32,520,32400
1048576,32,521,32680
1048576,32,522,32680
1048576,32,523,32600
1048576,32,524,32720
1048576,32,525,32200
1048576,32,526,32440
1048576,32,527,32480
1048576,32,528,32360
1048576,32,529,32880
1048576,32,530,32360
1048576,32,531,31720
1048576,32,532,32600
1048576,32,533,32360
1048576,32,534,32360
1048576,32,535,32440
1048576,32,536,32840
1048576,32,537,32440
1048576,32,538,32280
1048576,32,539,32480
1048576,32,540,32720
1048576,32,541,32840
1048576,32,542,32640
1048576,32,543,32080
1048576,32,544,33040
1048576,32,545,32880
1048576,32,546,32760
1048576,32,547,32960
1048576,32,548,32560
1048576,32,549,32480
1048576,32,550,32680
1048576,32,551,32600
1048576,32,552,32600
1048576,32,553,32760
1048576,32,554,32280
1048576,32,555,32160
1048576,32,556,32680
1048576,32,557,32600
1048576,32,558,32600
1048576,32,559,32480
1048576,32,560,32480
1048576,32,561,32920
1048576,32,562,32600
1048576,32,563,32720
1048576,32,564,32560
1048576,32,565,32000
1048576,32,566,32360
1048576,32,567,32600
1048576,32,568,32480
1048576,32,569,32840
1048576,32,570,32600
1048576,32,571,32320
1048576,32,572,32360
1048576,32,573,32880
1048576,32,574,32640
1048576,32,575,32800
1048576,32,576,32480
1048576,32,577,32840
1048576,32,578,32720
1048576,32,579,32640
1048576,32,580,32560
1048576,32,581,32440
1048576,32,582,32400
1048576,32,583,32640
1048576,32,584,32760
1048576,32,585,32400
1048576,32,586,32520
1048576,32,587,32840
1048576,32,588,32360
1048576,32,589,32600
1048576,32,590,32560
1048576,32,591,32120
1048576,32,592,32720
1048576,32,593,32760
1048576,32,594,32400
1048576,32,595,32360
1048576,32,596,32280
1048576,32,597,32920
1048576,32,598,32160
1048576,32,599,32400
1048576,32,600,32600
1048576,32,601,31880
1048576,32,602,32680
1048576,32,603,32240
1048576,32,604,32800
1048576,32,605,32800
1048576,32,606,32560
1048576,32,607,32600
1048576,32,608,32800
1048576,32,609,32440
1048576,32,610,32560
1048576,32,611,32080
