particle_count,workgroup_size,frame,dispatch_ns
131072,64,0,7600
131072,64,1,6840
131072,64,2,6440
131072,64,3,6640
131072,64,4,6520
131072,64,5,6600
131072,64,6,6440
131072,64,7,6560
131072,64,8,6440
131072,64,9,6520
131072,64,10,6400
131072,64,11,6600
131072,64,12,6560
131072,64,13,6640
131072,64,14,6440
131072,64,15,6600
131072,64,16,6440
131072,64,17,6640
131072,64,18,6400
131072,64,19,6680
131072,64,20,6400
131072,64,21,6640
131072,64,22,6400
131072,64,23,6560
131072,64,24,6440
131072,64,25,6560
131072,64,26,6280
131072,64,27,6600
131072,64,28,6320
131072,64,29,6480
131072,64,30,6200
131072,64,31,6400
131072,64,32,6080
131072,64,33,6360
131072,64,34,5840
131072,64,35,6000
131072,64,36,5800
131072,64,37,5920
131072,64,38,5720
131072,64,39,5960
131072,64,40,6200
131072,64,41,5920
131072,64,42,5840
131072,64,43,5920
131072,64,44,5840
131072,64,45,6000
131072,64,46,5840
131072,64,47,5760
131072,64,48,5760
131072,64,49,5840
131072,64,50,5720
131072,64,51,6040
131072,64,52,5800
131072,64,53,5880
131072,64,54,5760
131072,64,55,6000
131072,64,56,5680
131072,64,57,5880
131072,64,58,5760
131072,64,59,5840
131072,64,60,5680
131072,64,61,5760
131072,64,62,5640
131072,64,63,5760
131072,64,64,5600
131072,64,65,5720
131072,64,66,5560
131072,64,67,5680
131072,64,68,5600
131072,64,69,5520
131072,64,70,5640
131072,64,71,5480
131072,64,72,5440
131072,64,73,5480
131072,64,74,5320
131072,64,75,5480
131072,64,76,5400
131072,64,77,5560
131072,64,78,5480
131072,64,79,5440
131072,64,80,5360
131072,64,81,5480
131072,64,82,5360
131072,64,83,5440
131072,64,84,5480
131072,64,85,5360
131072,64,86,5240
131072,64,87,5360
131072,64,88,5200
131072,64,89,5320
131072,64,90,5280
131072,64,91,5400
131072,64,92,5240
131072,64,93,5360
131072,64,94,5280
131072,64,95,5400
131072,64,96,5400
131072,64,97,5440
131072,64,98,5240
131072,64,99,5320
131072,64,100,5200
131072,64,101,5320
131072,64,102,5200
131072,64,103,5440
131072,64,104,5240
131072,64,105,5360
131072,64,106,5200
131072,64,107,5440
131072,64,108,5240
131072,64,109,5480
131072,64,110,5440
131072,64,111,5520
131072,64,112,5400
131072,64,113,5320
131072,64,114,5200
131072,64,115,5360
131072,64,116,5640
131072,64,117,5440
131072,64,118,5280
